Season,Week,Running_Order,Celebrity,Ballroom_Partner,Couple,Dance_Style,Weekly_Bottom_Two_Status
1,1,1,Joey & Ashly,,Joey & Ashly,Cha-cha-cha,
1,1,2,Rachel & Jonathan,,Rachel & Jonathan,Waltz,
1,1,3,Evander & Edyta,,Evander & Edyta,Cha-cha-cha,
1,1,4,Kelly & Alec,,Kelly & Alec,Waltz,
1,1,5,John & Charlotte,,John & Charlotte,Cha-cha-cha,
1,1,6,Trista & Louis,,Trista & Louis,Waltz,
1,2,1,Rachel & Jonathan,,Rachel & Jonathan,Rumba,Bottom Two
1,2,2,Joey & Ashly,,Joey & Ashly,Quickstep,Safe
1,2,3,Trista & Louis,,Trista & Louis,Rumba,Eliminated
1,2,4,John & Charlotte,,John & Charlotte,Quickstep,Safe
1,2,5,Kelly & Alec,,Kelly & Alec,Rumba,Safe
1,2,6,Evander & Edyta,,Evander & Edyta,Quickstep,Safe
1,3,1,Evander & Edyta,,Evander & Edyta,Jive,Eliminated
1,3,2,Rachel & Jonathan,,Rachel & Jonathan,Tango,Safe
1,3,3,Kelly & Alec,,Kelly & Alec,Jive,Safe
1,3,4,John & Charlotte,,John & Charlotte,Tango,Safe
1,3,5,Joey & Ashly,,Joey & Ashly,Jive,Bottom Two
1,4,1,Joey & Ashly,,Joey & Ashly,Samba,Safe
1,4,2,Rachel & Jonathan,,Rachel & Jonathan,Samba,Eliminated
1,4,3,John & Charlotte,,John & Charlotte,Samba,Bottom Two
1,4,4,Kelly & Alec,,Kelly & Alec,Samba,Safe
1,4,5,Joey & Ashly,John & Charlotte,Joey & Ashly / John & Charlotte / Kelly & Alec / Rachel & Jonathan,Group Viennese waltz,Safe
1,5,1,John & Charlotte,,John & Charlotte,Foxtrot,Safe
1,5,1,John & Charlotte,,John & Charlotte,,Safe
1,5,2,Kelly & Alec,,Kelly & Alec,Foxtrot,Bottom Two
1,5,2,Kelly & Alec,,Kelly & Alec,,Bottom Two
1,5,3,Joey & Ashly,,Joey & Ashly,Foxtrot,Eliminated
1,5,3,Joey & Ashly,,Joey & Ashly,,Eliminated
1,6,1,John & Charlotte,,John & Charlotte,Quickstep,Runners-Up
1,6,1,John & Charlotte,,John & Charlotte,,Runners-Up
1,6,2,Kelly & Alec,,Kelly & Alec,Samba,Winners
1,6,2,Kelly & Alec,,Kelly & Alec,,Winners
2,1,1,George & Edyta,,George & Edyta,Cha-cha-cha,Safe
2,1,2,Lisa & Louis,,Lisa & Louis,Waltz,Safe
2,1,3,Kenny & Andrea,,Kenny & Andrea,Cha-cha-cha,Eliminated
2,1,4,Stacy & Tony,,Stacy & Tony,Waltz,Safe
2,1,5,Drew & Cheryl,,Drew & Cheryl,Cha-cha-cha,Safe
2,1,6,Tia & Maks,,Tia & Maks,Waltz,Bottom Two
2,1,7,Master P & Ashly,,Master P & Ashly,Cha-cha-cha,Safe
2,1,8,Giselle & Jonathan,,Giselle & Jonathan,Waltz,Safe
2,1,9,Jerry & Anna,,Jerry & Anna,Cha-cha-cha,Safe
2,1,10,Tatum & Nick,,Tatum & Nick,Waltz,Safe
2,2,1,Lisa & Louis,,Lisa & Louis,Rumba,Safe
2,2,2,Drew & Cheryl,,Drew & Cheryl,Quickstep,Safe
2,2,3,Tia & Maks,,Tia & Maks,Rumba,Safe
2,2,4,George & Edyta,,George & Edyta,Quickstep,Safe
2,2,5,Tatum & Nick,,Tatum & Nick,Rumba,Eliminated
2,2,6,Jerry & Anna,,Jerry & Anna,Quickstep,Safe
2,2,7,Stacy & Tony,,Stacy & Tony,Rumba,Safe
2,2,8,Master P & Ashly,,Master P & Ashly,Quickstep,Bottom Two
2,2,9,Giselle & Jonathan,,Giselle & Jonathan,Rumba,Safe
2,3,1,Jerry & Anna,,Jerry & Anna,Jive,Safe
2,3,2,Giselle & Jonathan,,Giselle & Jonathan,Tango,Eliminated
2,3,3,Drew & Cheryl,,Drew & Cheryl,Jive,Safe
2,3,4,George & Edyta,,George & Edyta,Tango,Bottom Two
2,3,5,Lisa & Louis,,Lisa & Louis,Jive,Safe
2,3,6,Stacy & Tony,,Stacy & Tony,Tango,Safe
2,3,7,Master P & Ashly,,Master P & Ashly,Jive,Safe
2,3,8,Tia & Maks,,Tia & Maks,Tango,Safe
2,4,1,George & Edyta,,George & Edyta,Paso doble,Safe
2,4,2,Tia & Maks,,Tia & Maks,Foxtrot,Bottom Two
2,4,3,Master P & Ashly,,Master P & Ashly,Paso doble,Eliminated
2,4,4,Stacy & Tony,,Stacy & Tony,Foxtrot,Safe
2,4,5,Drew & Cheryl,,Drew & Cheryl,Paso doble,Safe
2,4,6,Jerry & Anna,,Jerry & Anna,Foxtrot,Safe
2,4,7,Lisa & Louis,,Lisa & Louis,Paso doble,Safe
2,5,1,Stacy & Tony,,Stacy & Tony,Samba,Safe
2,5,2,George & Edyta,,George & Edyta,Samba,Bottom Two
2,5,3,Lisa & Louis,,Lisa & Louis,Samba,Safe
2,5,4,Tia & Maks,,Tia & Maks,Samba,Eliminated
2,5,5,Jerry & Anna,,Jerry & Anna,Samba,Safe
2,5,6,Drew & Cheryl,,Drew & Cheryl,Samba,Safe
2,5,7,Drew & Cheryl,George & Edyta,Drew & Cheryl / George & Edyta / Jerry & Anna / Lisa & Louis / Stacy & Tony / Tia & Maksim,Group Salsa,Safe
2,6,1,Jerry & Anna,,Jerry & Anna,Paso doble,Safe
2,6,2,Drew & Cheryl,,Drew & Cheryl,Tango,Safe
2,6,3,George & Edyta,,George & Edyta,Rumba,Eliminated
2,6,4,Lisa & Louis,,Lisa & Louis,Quickstep,Bottom Two
2,6,5,Stacy & Tony,,Stacy & Tony,Jive,Safe
2,6,6,Drew & Cheryl,George & Edyta,Drew & Cheryl / George & Edyta / Jerry & Anna / Lisa & Louis / Stacy & Tony,Group Viennese waltz,Safe
2,7,1,Stacy & Tony,,Stacy & Tony,Quickstep,Safe
2,7,1,Stacy & Tony,,Stacy & Tony,,Safe
2,7,2,Jerry & Anna,,Jerry & Anna,Tango,Safe
2,7,2,Jerry & Anna,,Jerry & Anna,,Safe
2,7,3,Lisa & Louis,,Lisa & Louis,Foxtrot,Eliminated
2,7,3,Lisa & Louis,,Lisa & Louis,,Eliminated
2,7,4,Drew & Cheryl,,Drew & Cheryl,Foxtrot,Safe
2,7,4,Drew & Cheryl,,Drew & Cheryl,,Safe
2,8,1,Jerry & Anna,,Jerry & Anna,Foxtrot,Runners-Up
2,8,1,Jerry & Anna,,Jerry & Anna,,Runners-Up
2,8,1,Jerry & Anna,,Jerry & Anna,,Runners-Up
2,8,2,Stacy & Tony,,Stacy & Tony,Jive,Third Place
2,8,2,Stacy & Tony,,Stacy & Tony,,Third Place
2,8,2,Stacy & Tony,,Stacy & Tony,,Third Place
2,8,3,Drew & Cheryl,,Drew & Cheryl,Paso doble,Winners
2,8,3,Drew & Cheryl,,Drew & Cheryl,,Winners
2,8,3,Drew & Cheryl,,Drew & Cheryl,,Winners
3,1,1,Joey & Edyta,,Joey & Edyta,Cha-cha-cha,Safe
3,1,2,Sara & Tony,,Sara & Tony,Foxtrot,Safe
3,1,3,Tucker & Elena,,Tucker & Elena,Cha-cha-cha,Eliminated
3,1,4,Monique & Louis,,Monique & Louis,Foxtrot,Safe
3,1,5,Emmitt & Cheryl,,Emmitt & Cheryl,Cha-cha-cha,Safe
3,1,6,Willa & Maks,,Willa & Maks,Foxtrot,Bottom Three
3,1,7,Mario & Karina,,Mario & Karina,Cha-cha-cha,Safe
3,1,8,Shanna & Jesse,,Shanna & Jesse,Foxtrot,Bottom Three
3,1,9,Harry & Ashly,,Harry & Ashly,Cha-cha-cha,Safe
3,1,10,Vivica & Nick,,Vivica & Nick,Foxtrot,Safe
3,1,11,Jerry & Kym,,Jerry & Kym,Cha-cha-cha,Safe
3,2,1,Willa & Maks,,Willa & Maks,Mambo,Bottom Two
3,2,2,Harry & Ashly,,Harry & Ashly,Quickstep,Safe
3,2,3,Monique & Louis,,Monique & Louis,Mambo,Safe
3,2,4,Mario & Karina,,Mario & Karina,Quickstep,Safe
3,2,5,Shanna & Jesse,,Shanna & Jesse,Mambo,Eliminated
3,2,6,Jerry & Kym,,Jerry & Kym,Quickstep,Safe
3,2,7,Vivica & Nick,,Vivica & Nick,Mambo,Safe
3,2,8,Joey & Edyta,,Joey & Edyta,Quickstep,Safe
3,2,9,Sara & Tony,,Sara & Tony,Mambo,Safe
3,2,10,Emmitt & Cheryl,,Emmitt & Cheryl,Quickstep,Safe
3,3,1,Emmitt & Cheryl,,Emmitt & Cheryl,Tango,Safe
3,3,2,Monique & Louis,,Monique & Louis,Jive,Safe
3,3,3,Harry & Ashly,,Harry & Ashly,Tango,Eliminated
3,3,4,Willa & Maks,,Willa & Maks,Jive,Safe
3,3,5,Jerry & Kym,,Jerry & Kym,Tango,Bottom Two
3,3,6,Sara & Tony,,Sara & Tony,Jive,Safe
3,3,7,Mario & Karina,,Mario & Karina,Tango,Safe
3,3,8,Vivica & Nick,,Vivica & Nick,Tango,Safe
3,3,9,Joey & Edyta,,Joey & Edyta,Jive,Safe
3,4,1,Monique & Louis,,Monique & Louis,Waltz,Bottom Two
3,4,2,Emmitt & Cheryl,,Emmitt & Cheryl,Paso doble,Safe
3,4,3,Willa & Maks,,Willa & Maks,Waltz,Safe
3,4,4,Sara & Tony,,Sara & Tony,Paso doble,Safe
3,4,5,Jerry & Kym,,Jerry & Kym,Waltz,Safe
3,4,6,Vivica & Nick,,Vivica & Nick,Paso doble,Eliminated
3,4,7,Joey & Edyta,,Joey & Edyta,Waltz,Safe
3,4,8,Mario & Karina,,Mario & Karina,Paso doble,Safe
3,5,1,Joey & Edyta,,Joey & Edyta,Samba,Safe
3,5,2,Willa & Maks,,Willa & Maks,Rumba,Eliminated
3,5,3,Sara & Tony,,Sara & Tony,Samba,Safe
3,5,4,Mario & Karina,,Mario & Karina,Rumba,Safe
3,5,5,Jerry & Kym,,Jerry & Kym,Samba,Bottom Two
3,5,6,Monique & Louis,,Monique & Louis,Rumba,Safe
3,5,7,Emmitt & Cheryl,,Emmitt & Cheryl,Samba,Safe
3,6,1,Mario & Karina,,Mario & Karina,Mambo,Safe
3,6,2,Monique & Louis,,Monique & Louis,Samba,Safe
3,6,3,Joey & Edyta,,Joey & Edyta,Rumba,Bottom Two
3,6,4,Emmitt & Cheryl,,Emmitt & Cheryl,Jive,Safe
3,6,5,Jerry & Kym,,Jerry & Kym,Paso doble,Bottom Two
3,6,6,Emmitt & Cheryl,Jerry & Kym,Emmitt & Cheryl / Jerry & Kym / Joey & Edyta / Mario & Karina / Monique & Louis,Group Disco,Bottom Two
3,7,1,Jerry & Kym,,Jerry & Kym,Foxtrot,Eliminated
3,7,1,Jerry & Kym,,Jerry & Kym,,Eliminated
3,7,2,Monique & Louis,,Monique & Louis,Quickstep,Bottom Two
3,7,2,Monique & Louis,,Monique & Louis,,Bottom Two
3,7,3,Emmitt & Cheryl,,Emmitt & Cheryl,Waltz,Safe
3,7,3,Emmitt & Cheryl,,Emmitt & Cheryl,,Safe
3,7,4,Mario & Karina,,Mario & Karina,Foxtrot,Safe
3,7,4,Mario & Karina,,Mario & Karina,,Safe
3,7,5,Joey & Edyta,,Joey & Edyta,Foxtrot,Safe
3,7,5,Joey & Edyta,,Joey & Edyta,,Safe
3,8,1,Joey & Edyta,,Joey & Edyta,Tango,Safe
3,8,1,Joey & Edyta,,Joey & Edyta,,Safe
3,8,2,Mario & Karina,,Mario & Karina,Waltz,Safe
3,8,2,Mario & Karina,,Mario & Karina,,Safe
3,8,3,Monique & Louis,,Monique & Louis,Tango,Eliminated
3,8,3,Monique & Louis,,Monique & Louis,,Eliminated
3,8,4,Emmitt & Cheryl,,Emmitt & Cheryl,Foxtrot,Safe
3,8,4,Emmitt & Cheryl,,Emmitt & Cheryl,,Safe
3,9,1,Mario & Karina,,Mario & Karina,Tango,Safe
3,9,1,Mario & Karina,,Mario & Karina,,Safe
3,9,2,Emmitt & Cheryl,,Emmitt & Cheryl,Waltz,Safe
3,9,2,Emmitt & Cheryl,,Emmitt & Cheryl,,Safe
3,9,3,Joey & Edyta,,Joey & Edyta,Quickstep,Eliminated
3,9,3,Joey & Edyta,,Joey & Edyta,,Eliminated
3,10,1,Emmitt & Cheryl,,Emmitt & Cheryl,Samba,Winners
3,10,1,Emmitt & Cheryl,,Emmitt & Cheryl,,Winners
3,10,1,Emmitt & Cheryl,,Emmitt & Cheryl,,Winners
3,10,2,Mario & Karina,,Mario & Karina,Samba,Runners-Up
3,10,2,Mario & Karina,,Mario & Karina,,Runners-Up
3,10,2,Mario & Karina,,Mario & Karina,,Runners-Up
4,1,1,Ian & Cheryl,,Ian & Cheryl,Cha-cha-cha,
4,1,2,Paulina & Alec,,Paulina & Alec,Foxtrot,
4,1,3,Billy Ray & Karina,,Billy Ray & Karina,Cha-cha-cha,
4,1,4,Leeza & Tony,,Leeza & Tony,Foxtrot,
4,1,5,Joey & Kym,,Joey & Kym,Cha-cha-cha,
4,1,6,Laila & Maks,,Laila & Maks,Foxtrot,
4,1,7,John & Edyta,,John & Edyta,Cha-cha-cha,
4,1,8,Shandi & Brian,,Shandi & Brian,Foxtrot,
4,1,9,Clyde & Elena,,Clyde & Elena,Cha-cha-cha,
4,1,10,Heather & Jonathan,,Heather & Jonathan,Foxtrot,
4,1,11,Apolo & Julianne,,Apolo & Julianne,Cha-cha-cha,
4,2,1,Apolo & Julianne,,Apolo & Julianne,Quickstep,Safe
4,2,2,Shandi & Brian,,Shandi & Brian,Mambo,Bottom Two
4,2,3,Clyde & Elena,,Clyde & Elena,Quickstep,Safe
4,2,4,Leeza & Tony,,Leeza & Tony,Mambo,Safe
4,2,5,Ian & Cheryl,,Ian & Cheryl,Quickstep,Safe
4,2,6,Paulina & Alec,,Paulina & Alec,Mambo,Eliminated
4,2,7,Billy Ray & Karina,,Billy Ray & Karina,Quickstep,Safe
4,2,8,Heather & Jonathan,,Heather & Jonathan,Mambo,Safe
4,2,9,John & Edyta,,John & Edyta,Quickstep,Safe
4,2,10,Laila & Maks,,Laila & Maks,Mambo,Safe
4,2,11,Joey & Kym,,Joey & Kym,Quickstep,Safe
4,3,1,Shandi & Brian,,Shandi & Brian,Jive,Eliminated
4,3,2,John & Edyta,,John & Edyta,Tango,Safe
4,3,3,Clyde & Elena,,Clyde & Elena,Jive,Safe
4,3,4,Laila & Maks,,Laila & Maks,Tango,Safe
4,3,5,Apolo & Julianne,,Apolo & Julianne,Jive,Safe
4,3,6,Joey & Kym,,Joey & Kym,Tango,Safe
4,3,7,Ian & Cheryl,,Ian & Cheryl,Jive,Safe
4,3,8,Leeza & Tony,,Leeza & Tony,Tango,Bottom Two
4,3,9,Heather & Jonathan,,Heather & Jonathan,Jive,Safe
4,3,10,Billy Ray & Karina,,Billy Ray & Karina,Tango,Safe
4,4,1,Laila & Maks,,Laila & Maks,Paso doble,Safe
4,4,2,Apolo & Julianne,,Apolo & Julianne,Waltz,Safe
4,4,3,Leeza & Tony,,Leeza & Tony,Paso doble,Eliminated
4,4,4,Ian & Cheryl,,Ian & Cheryl,Waltz,Safe
4,4,5,John & Edyta,,John & Edyta,Paso doble,Bottom Two
4,4,6,Clyde & Elena,,Clyde & Elena,Waltz,Safe
4,4,7,Billy Ray & Karina,,Billy Ray & Karina,Paso doble,Safe
4,4,8,Heather & Jonathan,,Heather & Jonathan,Waltz,Safe
4,4,9,Joey & Kym,,Joey & Kym,Paso doble,Safe
4,5,1,Ian & Cheryl,,Ian & Cheryl,Samba,Safe
4,5,2,Clyde & Elena,,Clyde & Elena,Rumba,Eliminated
4,5,3,Heather & Jonathan,,Heather & Jonathan,Samba,Bottom Two
4,5,4,Joey & Kym,,Joey & Kym,Rumba,Safe
4,5,5,John & Edyta,,John & Edyta,Samba,Safe
4,5,6,Laila & Maks,,Laila & Maks,Rumba,Safe
4,5,7,Apolo & Julianne,,Apolo & Julianne,Samba,Safe
4,5,8,Billy Ray & Karina,,Billy Ray & Karina,Rumba,Safe
4,6,1,Joey & Kym,,Joey & Kym,Samba,Safe
4,6,2,Heather & Jonathan,,Heather & Jonathan,Paso doble,Eliminated
4,6,3,John & Edyta,,John & Edyta,Mambo,Bottom Two
4,6,4,Laila & Maks,,Laila & Maks,Cha-cha-cha,Safe
4,6,5,Billy Ray & Karina,,Billy Ray & Karina,Jive,Safe
4,6,6,Apolo & Julianne,,Apolo & Julianne,Rumba,Safe
4,6,7,Ian & Cheryl,,Ian & Cheryl,Paso doble,Safe
4,6,8,Apolo & Julianne,Billy Ray & Karina,Apolo & Julianne / Billy Ray & Karina / Heather & Jonathan / Ian & Cheryl / Joey & Kym / John & Edyta / Laila & Maks,Group Swing,Safe
4,7,1,Laila & Maks,,Laila & Maks,Quickstep,Safe
4,7,1,Laila & Maks,,Laila & Maks,,Safe
4,7,2,John & Edyta,,John & Edyta,Foxtrot,Eliminated
4,7,2,John & Edyta,,John & Edyta,,Eliminated
4,7,3,Apolo & Julianne,,Apolo & Julianne,Foxtrot,Safe
4,7,3,Apolo & Julianne,,Apolo & Julianne,,Safe
4,7,4,Ian & Cheryl,,Ian & Cheryl,Tango,Safe
4,7,4,Ian & Cheryl,,Ian & Cheryl,,Safe
4,7,5,Billy Ray & Karina,,Billy Ray & Karina,Waltz,Bottom Two
4,7,5,Billy Ray & Karina,,Billy Ray & Karina,,Bottom Two
4,7,6,Joey & Kym,,Joey & Kym,Foxtrot,Safe
4,7,6,Joey & Kym,,Joey & Kym,,Safe
4,8,1,Ian & Cheryl,,Ian & Cheryl,Foxtrot,Safe
4,8,1,Ian & Cheryl,,Ian & Cheryl,,Safe
4,8,2,Joey & Kym,,Joey & Kym,Waltz,Bottom Two
4,8,2,Joey & Kym,,Joey & Kym,,Bottom Two
4,8,3,Billy Ray & Karina,,Billy Ray & Karina,Foxtrot,Eliminated
4,8,3,Billy Ray & Karina,,Billy Ray & Karina,,Eliminated
4,8,4,Laila & Maks,,Laila & Maks,Waltz,Safe
4,8,4,Laila & Maks,,Laila & Maks,,Safe
4,8,5,Apolo & Julianne,,Apolo & Julianne,Tango,Safe
4,8,5,Apolo & Julianne,,Apolo & Julianne,,Safe
4,9,1,Apolo & Julianne,,Apolo & Julianne,Quickstep,Bottom Two
4,9,1,Apolo & Julianne,,Apolo & Julianne,,Bottom Two
4,9,2,Ian & Cheryl,,Ian & Cheryl,Tango,Eliminated
4,9,2,Ian & Cheryl,,Ian & Cheryl,,Eliminated
4,9,3,Laila & Maks,,Laila & Maks,Quickstep,Safe
4,9,3,Laila & Maks,,Laila & Maks,,Safe
4,9,4,Joey & Kym,,Joey & Kym,Foxtrot,Safe
4,9,4,Joey & Kym,,Joey & Kym,,Safe
4,10,1,Laila & Maks,,Laila & Maks,Paso doble,Third Place
4,10,1,Laila & Maks,,Laila & Maks,,Third Place
4,10,1,Laila & Maks,,Laila & Maks,,Third Place
4,10,2,Apolo & Julianne,,Apolo & Julianne,Rumba,Winners
4,10,2,Apolo & Julianne,,Apolo & Julianne,,Winners
4,10,2,Apolo & Julianne,,Apolo & Julianne,,Winners
4,10,3,Joey & Kym,,Joey & Kym,Cha-cha-cha,Runners-Up
4,10,3,Joey & Kym,,Joey & Kym,,Runners-Up
4,10,3,Joey & Kym,,Joey & Kym,,Runners-Up
5,1,1,Jennie & Derek,,Jennie & Derek,Cha-cha-cha,Safe
5,1,2,Josie & Alec,,Josie & Alec,Foxtrot,Eliminated
5,1,3,Sabrina & Mark,,Sabrina & Mark,Cha-cha-cha,Safe
5,1,4,Marie & Jonathan,,Marie & Jonathan,Foxtrot,Safe
5,1,5,Mel & Maks,,Mel & Maks,Cha-cha-cha,Safe
5,1,6,Jane & Tony,,Jane & Tony,Foxtrot,Safe
5,1,1,Cameron & Edyta,,Cameron & Edyta,Foxtrot,Safe
5,1,2,Floyd & Karina,,Floyd & Karina,Cha-cha-cha,Safe
5,1,3,Hélio & Julianne,,Hélio & Julianne,Foxtrot,Safe
5,1,4,Albert & Anna,,Albert & Anna,Cha-cha-cha,Safe
5,1,5,Mark & Kym,,Mark & Kym,Foxtrot,Bottom Two
5,1,6,Wayne & Cheryl,,Wayne & Cheryl,Cha-cha-cha,Safe
5,2,1,Mel & Maks,,Mel & Maks,Quickstep,Safe
5,2,2,Mark & Kym,,Mark & Kym,Mambo,Safe
5,2,3,Wayne & Cheryl,,Wayne & Cheryl,Quickstep,Bottom Two
5,2,4,Marie & Jonathan,,Marie & Jonathan,Mambo,Safe
5,2,5,Albert & Anna,,Albert & Anna,Quickstep,Eliminated
5,2,6,Hélio & Julianne,,Hélio & Julianne,Mambo,Safe
5,2,7,Jennie & Derek,,Jennie & Derek,Quickstep,Safe
5,2,8,Cameron & Edyta,,Cameron & Edyta,Mambo,Safe
5,2,9,Floyd & Karina,,Floyd & Karina,Quickstep,Safe
5,2,10,Jane & Tony,,Jane & Tony,Mambo,Safe
5,2,11,Sabrina & Mark,,Sabrina & Mark,Quickstep,Safe
5,3,1,Sabrina & Mark,,Sabrina & Mark,Jive,Safe
5,3,2,Cameron & Edyta,,Cameron & Edyta,Tango,Safe
5,3,3,Mark & Kym,,Mark & Kym,Jive,Safe
5,3,4,Jennie & Derek,,Jennie & Derek,Tango,Safe
5,3,5,Mel & Maks,,Mel & Maks,Jive,Safe
5,3,6,Wayne & Cheryl,,Wayne & Cheryl,Tango,Eliminated
5,3,7,Floyd & Karina,,Floyd & Karina,Jive,Bottom Two
5,3,8,Jane & Tony,,Jane & Tony,Tango,Safe
5,3,9,Hélio & Julianne,,Hélio & Julianne,Jive,Safe
5,3,10,Marie & Jonathan,,Marie & Jonathan,Tango,Safe
5,4,1,Mark & Kym,,Mark & Kym,Viennese waltz,Safe
5,4,2,Sabrina & Mark,,Sabrina & Mark,Paso doble,Safe
5,4,3,Jane & Tony,,Jane & Tony,Viennese waltz,Safe
5,4,4,Floyd & Karina,,Floyd & Karina,Paso doble,Eliminated
5,4,5,Mel & Maks,,Mel & Maks,Viennese waltz,Bottom Two
5,4,6,Cameron & Edyta,,Cameron & Edyta,Paso doble,Safe
5,4,7,Marie & Jonathan,,Marie & Jonathan,Viennese waltz,Safe
5,4,8,Jennie & Derek,,Jennie & Derek,Paso doble,Safe
5,4,9,Hélio & Julianne,,Hélio & Julianne,Viennese waltz,Safe
5,5,1,Marie & Jonathan,,Marie & Jonathan,Samba,Safe
5,5,2,Jane & Tony,,Jane & Tony,Rumba,Bottom Two
5,5,3,Mark & Kym,,Mark & Kym,Samba,Eliminated
5,5,4,Sabrina & Mark,,Sabrina & Mark,Rumba,Safe
5,5,5,Jennie & Derek,,Jennie & Derek,Samba,Safe
5,5,6,Hélio & Julianne,,Hélio & Julianne,Rumba,Safe
5,5,7,Mel & Maks,,Mel & Maks,Samba,Safe
5,5,8,Cameron & Edyta,,Cameron & Edyta,Rumba,Safe
5,6,1,Sabrina & Mark,,Sabrina & Mark,Foxtrot,Eliminated
5,6,2,Jennie & Derek,,Jennie & Derek,Mambo,Safe
5,6,3,Jane & Tony,,Jane & Tony,Jive,Safe
5,6,4,Cameron & Edyta,,Cameron & Edyta,Samba,Bottom Two
5,6,5,Mel & Maks,,Mel & Maks,Rumba,Safe
5,6,6,Marie & Jonathan,,Marie & Jonathan,Paso doble,Safe
5,6,7,Hélio & Julianne,,Hélio & Julianne,Cha-cha-cha,Safe
5,6,8,Cameron & Edyta,Helio & Julianne,Cameron & Edyta / Helio & Julianne / Jane & Tony / Jennie & Derek / Marie & Jonathan / Mel & Maks / Sabrina & Mark,Group Rock and Roll,Safe
5,7,1,Hélio & Julianne,,Hélio & Julianne,Tango,Safe
5,7,1,Hélio & Julianne,,Hélio & Julianne,,Safe
5,7,2,Marie & Jonathan,,Marie & Jonathan,Quickstep,Safe
5,7,2,Marie & Jonathan,,Marie & Jonathan,,Safe
5,7,3,Mel & Maks,,Mel & Maks,Foxtrot,Safe
5,7,3,Mel & Maks,,Mel & Maks,,Safe
5,7,4,Jane & Tony,,Jane & Tony,Quickstep,Eliminated
5,7,4,Jane & Tony,,Jane & Tony,,Eliminated
5,7,5,Jennie & Derek,,Jennie & Derek,Viennese waltz,Safe
5,7,5,Jennie & Derek,,Jennie & Derek,,Safe
5,7,6,Cameron & Edyta,,Cameron & Edyta,Quickstep,Safe
5,7,6,Cameron & Edyta,,Cameron & Edyta,,Safe
5,8,1,Jennie & Derek,,Jennie & Derek,Jive,Safe
5,8,1,Jennie & Derek,,Jennie & Derek,,Safe
5,8,2,Cameron & Edyta,,Cameron & Edyta,Viennese waltz,Eliminated
5,8,2,Cameron & Edyta,,Cameron & Edyta,,Eliminated
5,8,3,Marie & Jonathan,,Marie & Jonathan,Rumba,Safe
5,8,3,Marie & Jonathan,,Marie & Jonathan,,Safe
5,8,4,Hélio & Julianne,,Hélio & Julianne,Paso doble,Safe
5,8,4,Hélio & Julianne,,Hélio & Julianne,,Safe
5,8,5,Mel & Maks,,Mel & Maks,Tango,Safe
5,8,5,Mel & Maks,,Mel & Maks,,Safe
5,9,1,Marie & Jonathan,,Marie & Jonathan,Quickstep,Safe
5,9,1,Marie & Jonathan,,Marie & Jonathan,,Safe
5,9,2,Mel & Maks,,Mel & Maks,Viennese waltz,Safe
5,9,2,Mel & Maks,,Mel & Maks,,Safe
5,9,3,Jennie & Derek,,Jennie & Derek,Tango,Eliminated
5,9,3,Jennie & Derek,,Jennie & Derek,,Eliminated
5,9,4,Hélio & Julianne,,Hélio & Julianne,Foxtrot,Safe
5,9,4,Hélio & Julianne,,Hélio & Julianne,,Safe
5,10,1,Mel & Maks,,Mel & Maks,Cha-cha-cha,Safe
5,10,1,Mel & Maks,,Mel & Maks,,Safe
5,10,2,Marie & Jonathan,,Marie & Jonathan,Samba,Eliminated
5,10,2,Marie & Jonathan,,Marie & Jonathan,,Eliminated
5,10,3,Hélio & Julianne,,Hélio & Julianne,Jive,Safe
5,10,3,Hélio & Julianne,,Hélio & Julianne,,Safe
5,10,1,Mel & Maks,,Mel & Maks,Mambo,Runners-Up
5,10,2,Hélio & Julianne,,Hélio & Julianne,Quickstep,Winners
6,1,1,Penn & Kym,,Penn & Kym,Cha-cha-cha,
6,1,2,Jason & Edyta,,Jason & Edyta,Foxtrot,
6,1,3,Cristián & Cheryl,,Cristián & Cheryl,Cha-cha-cha,
6,1,4,Adam & Julianne,,Adam & Julianne,Foxtrot,
6,1,5,Mario & Karina,,Mario & Karina,Cha-cha-cha,
6,1,6,Steve & Anna,,Steve & Anna,Foxtrot,
6,1,1,Shannon & Derek,,Shannon & Derek,Cha-cha-cha,
6,1,2,Monica & Jonathan,,Monica & Jonathan,Foxtrot,
6,1,3,Marissa & Tony,,Marissa & Tony,Cha-cha-cha,
6,1,4,Priscilla & Louis,,Priscilla & Louis,Foxtrot,
6,1,5,Kristi & Mark,,Kristi & Mark,Foxtrot,
6,1,6,Marlee & Fabian,,Marlee & Fabian,Cha-cha-cha,
6,2,1,Steve & Anna,,Steve & Anna,Mambo,Safe
6,2,2,Cristián & Cheryl,,Cristián & Cheryl,Quickstep,Safe
6,2,3,Monica & Jonathan,,Monica & Jonathan,Mambo,Eliminated
6,2,4,Penn & Kym,,Penn & Kym,Quickstep,Eliminated
6,2,5,Priscilla & Louis,,Priscilla & Louis,Mambo,Safe
6,2,6,Shannon & Derek,,Shannon & Derek,Quickstep,Safe
6,2,7,Jason & Edyta,,Jason & Edyta,Mambo,Safe
6,2,8,Marissa & Tony,,Marissa & Tony,Quickstep,Safe
6,2,9,Adam & Julianne,,Adam & Julianne,Mambo,Safe
6,2,10,Marlee & Fabian,,Marlee & Fabian,Quickstep,Safe
6,2,11,Kristi & Mark,,Kristi & Mark,Mambo,Safe
6,2,12,Mario & Karina,,Mario & Karina,Quickstep,Safe
