Season,Week,Running_Order,Celebrity,Ballroom_Partner,Couple,Dance_Style,Weekly_Bottom_Two_Status
28,8,7,James & Emma,,James & Emma,Contemporary,Safe
28,8,1,Kel & Witney,,Kel & Witney,Jive,Winners
28,8,2,Ally & Sasha,,Ally & Sasha,Losers,Winners
28,8,3,Kate & Pasha,,Kate & Pasha,Cha-cha-cha,Winners
28,8,4,Sean & Jenna,,Sean & Jenna,Losers,Winners
28,8,5,Hannah & Alan,,Hannah & Alan,Salsa,Winners
28,8,6,Lauren & Gleb,,Lauren & Gleb,Losers,Winners
28,9,1,James & Emma,,James & Emma,Jive,Safe
28,9,1,James & Emma,,James & Emma,,Safe
28,9,2,Sean & Jenna,,Sean & Jenna,Argentine tango,Eliminated
28,9,2,Sean & Jenna,,Sean & Jenna,,Eliminated
28,9,3,Hannah & Alan,,Hannah & Alan,Salsa,Safe
28,9,3,Hannah & Alan,,Hannah & Alan,,Safe
28,9,4,Ally & Sasha,,Ally & Sasha,Samba,Safe
28,9,4,Ally & Sasha,,Ally & Sasha,,Safe
28,9,5,Lauren & Gleb,,Lauren & Gleb,Quickstep,Bottom Two
28,9,5,Lauren & Gleb,,Lauren & Gleb,,Bottom Two
28,9,6,Kel & Witney,,Kel & Witney,Paso doble,Safe
28,9,6,Kel & Witney,,Kel & Witney,,Safe
28,10,1,Lauren & Gleb,,Lauren & Gleb,Paso doble,Safe
28,10,1,Lauren & Gleb,,Lauren & Gleb,,Safe
28,10,2,Kel & Witney,,Kel & Witney,Tango,Safe
28,10,2,Kel & Witney,,Kel & Witney,,Safe
28,10,3,Ally & Sasha,,Ally & Sasha,Viennese waltz,Bottom Two
28,10,3,Ally & Sasha,,Ally & Sasha,,Bottom Two
28,10,4,Hannah & Alan,,Hannah & Alan,Rumba,Safe
28,10,4,Hannah & Alan,,Hannah & Alan,,Safe
28,10,5,James & Emma,,James & Emma,Cha-cha-cha,Eliminated
28,10,5,James & Emma,,James & Emma,,Eliminated
28,11,1,Ally & Sasha,,Ally & Sasha,Jive,Third Place
28,11,1,Ally & Sasha,,Ally & Sasha,,Third Place
28,11,2,Lauren & Gleb,,Lauren & Gleb,Foxtrot,Fourth Place
28,11,2,Lauren & Gleb,,Lauren & Gleb,,Fourth Place
28,11,3,Kel & Witney,,Kel & Witney,Jazz,Runners-Up
28,11,3,Kel & Witney,,Kel & Witney,,Runners-Up
28,11,4,Hannah & Alan,,Hannah & Alan,Viennese waltz,Winners
28,11,4,Hannah & Alan,,Hannah & Alan,,Winners
29,1,1,AJ & Cheryl,,AJ & Cheryl,Jive,
29,1,2,Chrishell & Gleb,,Chrishell & Gleb,Tango,
29,1,3,Vernon & Peta,,Vernon & Peta,Foxtrot,
29,1,4,Anne & Keo,,Anne & Keo,Cha-cha-cha,
29,1,5,Jeannie & Brandon,,Jeannie & Brandon,Salsa,
29,1,6,Jesse & Sharna,,Jesse & Sharna,Quickstep,
29,1,7,Skai & Alan,,Skai & Alan,Tango,
29,1,8,Kaitlyn & Artem,,Kaitlyn & Artem,Cha-cha-cha,
29,1,9,Nev & Jenna,,Nev & Jenna,Foxtrot,
29,1,10,Johnny & Britt,,Johnny & Britt,Cha-cha-cha,
29,1,11,Justina & Sasha,,Justina & Sasha,Cha-cha-cha,
29,1,12,Charles & Emma,,Charles & Emma,Salsa,
29,1,13,Monica & Val,,Monica & Val,Foxtrot,
29,1,14,Nelly & Daniella,,Nelly & Daniella,Salsa,
29,1,15,Carole & Pasha,,Carole & Pasha,Paso doble,
29,2,1,Nev & Jenna,,Nev & Jenna,Cha-cha-cha,Safe
29,2,2,Skai & Alan,,Skai & Alan,Samba,Safe
29,2,3,Johnny & Britt,,Johnny & Britt,Tango,Safe
29,2,4,Justina & Sasha,,Justina & Sasha,Foxtrot,Safe
29,2,5,Monica & Val,,Monica & Val,Jive,Safe
29,2,6,AJ & Cheryl,,AJ & Cheryl,Foxtrot,Safe
29,2,7,Anne & Keo,,Anne & Keo,Foxtrot,Safe
29,2,8,Nelly & Daniella,,Nelly & Daniella,Cha-cha-cha,Safe
29,2,9,Chrishell & Gleb,,Chrishell & Gleb,Rumba,Safe
29,2,10,Charles & Emma,,Charles & Emma,Cha-cha-cha,Eliminated
29,2,11,Jesse & Sharna,,Jesse & Sharna,Foxtrot,Safe
29,2,12,Jeannie & Brandon,,Jeannie & Brandon,Cha-cha-cha,Safe
29,2,13,Carole & Pasha,,Carole & Pasha,Viennese waltz,Bottom Two
29,2,14,Vernon & Peta,,Vernon & Peta,Paso doble,Safe
29,2,15,Kaitlyn & Artem,,Kaitlyn & Artem,Foxtrot,Safe
29,3,1,Skai & Alan,,Skai & Alan,Jive,Safe
29,3,2,Monica & Val,,Monica & Val,Viennese waltz,Safe
29,3,3,Justina & Sasha,,Justina & Sasha,Charleston,Safe
29,3,4,AJ & Cheryl,,AJ & Cheryl,Quickstep,Safe
29,3,5,Anne & Keo,,Anne & Keo,Quickstep,Bottom Two
29,3,6,Jeannie & Brandon,,Jeannie & Brandon,Viennese waltz,Safe
29,3,7,Nelly & Daniella,,Nelly & Daniella,Foxtrot,Safe
29,3,8,Carole & Pasha,,Carole & Pasha,Samba,Eliminated
29,3,9,Kaitlyn & Artem,,Kaitlyn & Artem,Rumba,Safe
29,3,10,Vernon & Peta,,Vernon & Peta,Quickstep,Safe
29,3,11,Nev & Jenna,,Nev & Jenna,Argentine tango,Safe
29,3,12,Johnny & Britt,,Johnny & Britt,Rumba,Safe
29,3,13,Jesse & Sharna,,Jesse & Sharna,Jive,Safe
29,3,14,Chrishell & Gleb,,Chrishell & Gleb,Waltz,Safe
29,4,1,Nelly & Daniella,,Nelly & Daniella,Paso doble,Safe
29,4,2,Chrishell & Gleb,,Chrishell & Gleb,Foxtrot,Safe
29,4,3,Monica & Val,,Monica & Val,Samba,Bottom Two
29,4,4,Anne & Keo,,Anne & Keo,Paso doble,Eliminated
29,4,5,Nev & Jenna,,Nev & Jenna,Rumba,Safe
29,4,6,Justina & Sasha,,Justina & Sasha,Salsa,Safe
29,4,7,Kaitlyn & Artem,,Kaitlyn & Artem,Viennese waltz,Safe
29,4,8,Johnny & Britt,,Johnny & Britt,Jive,Safe
29,4,9,Jeannie & Brandon,,Jeannie & Brandon,Tango,Safe
29,4,10,Vernon & Peta,,Vernon & Peta,Rumba,Safe
29,4,11,Jesse & Sharna,,Jesse & Sharna,Cha-cha-cha,Safe
29,4,12,Skai & Alan,,Skai & Alan,Foxtrot,Safe
29,4,13,AJ & Cheryl,,AJ & Cheryl,Cha-cha-cha,Safe
29,5,1,Justina & Sasha,,Justina & Sasha,Jazz,Safe
29,5,2,Jesse & Sharna,,Jesse & Sharna,Tango,Eliminated
29,5,3,Chrishell & Gleb,,Chrishell & Gleb,Cha-cha-cha,Safe
29,5,4,Jeannie & Brandon,,Jeannie & Brandon,Jazz,Safe
29,5,5,Monica & Val,,Monica & Val,Tango,Safe
29,5,6,AJ & Cheryl,,AJ & Cheryl,Waltz,Safe
29,5,7,Skai & Alan,,Skai & Alan,Jazz,Safe
29,5,8,Vernon & Peta,,Vernon & Peta,Tango,Bottom Two
29,5,9,Kaitlyn & Artem,,Kaitlyn & Artem,Tango,Safe
29,5,10,Nelly & Daniella,,Nelly & Daniella,Samba,Safe
29,5,11,Johnny & Britt,,Johnny & Britt,Contemporary,Safe
29,5,12,Nev & Jenna,,Nev & Jenna,Quickstep,Safe
29,6,1,Johnny & Britt,,Johnny & Britt,Salsa,Bottom Two
29,6,2,Nev & Jenna,,Nev & Jenna,Jazz,Safe
29,6,3,Monica & Val,,Monica & Val,Rumba,Safe
29,6,4,Skai & Alan,,Skai & Alan,Cha-cha-cha,Safe
29,6,5,Vernon & Peta,,Vernon & Peta,Cha-cha-cha,Eliminated
29,6,6,Nelly & Daniella,,Nelly & Daniella,Viennese waltz,Safe
29,6,7,Jeannie & Brandon,,Jeannie & Brandon,Rumba,Safe
29,6,8,AJ & Cheryl,,AJ & Cheryl,Samba,Safe
29,6,9,Chrishell & Gleb,,Chrishell & Gleb,Contemporary,Safe
29,6,10,Kaitlyn & Artem,,Kaitlyn & Artem,Samba,Safe
29,6,11,Justina & Sasha,,Justina & Sasha,Viennese waltz,Safe
29,7,1,Jeannie & Brandon,,Jeannie & Brandon,Paso doble,Bottom Two
29,7,2,Johnny & Britt,,Johnny & Britt,Viennese waltz,Safe
29,7,3,Chrishell & Gleb,,Chrishell & Gleb,Paso doble,Safe
29,7,4,Monica & Val,,Monica & Val,Jazz,Eliminated
29,7,5,AJ & Cheryl,,AJ & Cheryl,Tango,Safe
29,7,6,Nelly & Daniella,,Nelly & Daniella,Argentine tango,Safe
29,7,7,Justina & Sasha,,Justina & Sasha,Tango,Safe
29,7,8,Nev & Jenna,,Nev & Jenna,Paso doble,Safe
29,7,9,Skai & Alan,,Skai & Alan,Argentine tango,Safe
29,7,10,Kaitlyn & Artem,,Kaitlyn & Artem,Paso doble,Safe
29,8,1,Kaitlyn & Artem,,Kaitlyn & Artem,Jive,Safe
29,8,2,Nev & Jenna,,Nev & Jenna,Viennese waltz,Safe
29,8,3,Justina & Sasha,,Justina & Sasha,Samba,Safe
29,8,4,Nelly & Daniella,,Nelly & Daniella,Rumba,Safe
29,8,5,Chrishell & Gleb,,Chrishell & Gleb,Viennese waltz,Eliminated
29,8,6,Skai & Alan,,Skai & Alan,Salsa,Bottom Two
29,8,7,Johnny & Britt,,Johnny & Britt,Foxtrot,Safe
29,8,8,AJ & Cheryl,,AJ & Cheryl,Rumba,Safe
29,8,9,Nev & Jenna,,Nev & Jenna,Cha-cha-cha Relay,Safe
29,8,10,Chrishell & Gleb,,Chrishell & Gleb,,Safe
29,8,11,Nelly & Daniella,,Nelly & Daniella,,Safe
29,8,12,Justina & Sasha,,Justina & Sasha,Viennese waltz Relay,Safe
29,8,13,Johnny & Britt,,Johnny & Britt,,Safe
29,8,14,AJ & Cheryl,,AJ & Cheryl,Samba Relay,Safe
29,8,15,Kaitlyn & Artem,,Kaitlyn & Artem,,Safe
29,8,16,Skai & Alan,,Skai & Alan,,Safe
29,9,1,Justina & Sasha,,Justina & Sasha,Rumba,Safe
29,9,2,Nelly & Daniella,,Nelly & Daniella,Jazz,Safe
29,9,3,AJ & Cheryl,,AJ & Cheryl,Viennese waltz,Eliminated
29,9,4,Kaitlyn & Artem,,Kaitlyn & Artem,Argentine tango,Safe
29,9,5,Johnny & Britt,,Johnny & Britt,Quickstep,Bottom Two
29,9,6,Skai & Alan,,Skai & Alan,Paso doble,Safe
29,9,7,Nev & Jenna,,Nev & Jenna,Jive,Safe
29,9,1,Justina & Sasha,,Justina & Sasha,Cha-cha-cha,Winners
29,9,2,Kaitlyn & Artem,,Kaitlyn & Artem,Losers,Winners
29,9,3,Skai & Alan,,Skai & Alan,Salsa,Winners
29,9,4,Nelly & Daniella,,Nelly & Daniella,Losers,Winners
29,9,5,AJ & Cheryl,,AJ & Cheryl,Jive,Winners
29,9,6,Johnny & Britt,,Johnny & Britt,Losers,Winners
29,10,1,Skai & Alan,,Skai & Alan,Cha-cha-cha,Eliminated
29,10,1,Skai & Alan,,Skai & Alan,,Eliminated
29,10,2,Justina & Sasha,,Justina & Sasha,Tango,Bottom Three
29,10,2,Justina & Sasha,,Justina & Sasha,,Bottom Three
29,10,3,Johnny & Britt,,Johnny & Britt,Salsa,Eliminated
29,10,3,Johnny & Britt,,Johnny & Britt,,Eliminated
29,10,4,Nelly & Daniella,,Nelly & Daniella,Paso doble,Safe
29,10,4,Nelly & Daniella,,Nelly & Daniella,,Safe
29,10,5,Nev & Jenna,,Nev & Jenna,Foxtrot,Safe
29,10,5,Nev & Jenna,,Nev & Jenna,,Safe
29,10,6,Kaitlyn & Artem,,Kaitlyn & Artem,Paso doble,Safe
29,10,6,Kaitlyn & Artem,,Kaitlyn & Artem,,Safe
29,11,1,Kaitlyn & Artem,,Kaitlyn & Artem,Argentine tango,Winners
29,11,1,Kaitlyn & Artem,,Kaitlyn & Artem,,Winners
29,11,2,Nelly & Daniella,,Nelly & Daniella,Samba,Third Place
29,11,2,Nelly & Daniella,,Nelly & Daniella,,Third Place
29,11,3,Nev & Jenna,,Nev & Jenna,Paso doble,Runners-Up
29,11,3,Nev & Jenna,,Nev & Jenna,,Runners-Up
29,11,4,Justina & Sasha,,Justina & Sasha,Cha-cha-cha,Fourth Place
29,11,4,Justina & Sasha,,Justina & Sasha,,Fourth Place
30,1,1,Melanie & Gleb,,Melanie & Gleb,Cha-cha-cha,
30,1,2,The Miz & Witney,,The Miz & Witney,Cha-cha-cha,
30,1,3,Iman & Daniella,,Iman & Daniella,Jive,
30,1,4,Olivia & Val,,Olivia & Val,Salsa,
30,1,5,Jimmie & Emma,,Jimmie & Emma,Tango,
30,1,6,Melora & Artem,,Melora & Artem,Tango,
30,1,7,Suni & Sasha,,Suni & Sasha,Jive,
30,1,8,Cody & Cheryl,,Cody & Cheryl,Tango,
30,1,9,Amanda & Alan,,Amanda & Alan,Tango,
30,1,10,Martin & Britt,,Martin & Britt,Paso doble,
30,1,11,Kenya & Brandon,,Kenya & Brandon,Foxtrot,
30,1,12,Christine & Pasha,,Christine & Pasha,Tango,
30,1,13,Matt & Lindsay,,Matt & Lindsay,Cha-cha-cha,
30,1,14,Brian & Sharna,,Brian & Sharna,Foxtrot,
30,1,15,JoJo & Jenna,,JoJo & Jenna,Quickstep,
30,2,1,Matt & Lindsay,,Matt & Lindsay,Samba,Safe
30,2,2,Olivia & Val,,Olivia & Val,Viennese waltz,Safe
30,2,3,Kenya & Brandon,,Kenya & Brandon,Cha-cha-cha,Safe
30,2,4,The Miz & Witney,,The Miz & Witney,Tango,Safe
30,2,5,Brian & Sharna,,Brian & Sharna,Rumba,Safe
30,2,6,Christine & Pasha,,Christine & Pasha,Salsa,Bottom Two
30,2,7,Jimmie & Emma,,Jimmie & Emma,Rumba,Safe
30,2,8,Amanda & Alan,,Amanda & Alan,Foxtrot,Safe
30,2,9,JoJo & Jenna,,JoJo & Jenna,Cha-cha-cha,Safe
30,2,10,Iman & Daniella,,Iman & Daniella,Rumba,Safe
30,2,11,Martin & Britt,,Martin & Britt,Cha-cha-cha,Eliminated
30,2,12,Melora & Artem,,Melora & Artem,Rumba,Safe
30,2,13,Cody & Cheryl,,Cody & Cheryl,Salsa,Safe
30,2,14,Melanie & Gleb,,Melanie & Gleb,Foxtrot,Safe
30,2,15,Suni & Sasha,,Suni & Sasha,Cha-cha-cha,Safe
30,3,1,Amanda & Alan,,Amanda & Alan,Cha-cha-cha,Safe
30,3,2,Iman & Daniella,,Iman & Daniella,Tango,Safe
30,3,3,Christine & Pasha,,Christine & Pasha,Paso doble,Eliminated
30,3,4,JoJo & Jenna,,JoJo & Jenna,Argentine tango,Safe
30,3,5,Kenya & Brandon,,Kenya & Brandon,Tango,Bottom Two
30,3,6,Brian & Sharna,,Brian & Sharna,Tango,Safe
30,3,7,Melora & Artem,,Melora & Artem,Cha-cha-cha,Safe
30,3,8,Melanie & Gleb,,Melanie & Gleb,Tango,Safe
30,3,9,Jimmie & Emma,,Jimmie & Emma,Salsa,Safe
30,3,10,Olivia & Val,,Olivia & Val,Tango,Safe
30,3,11,Cody & Cheryl,,Cody & Cheryl,Jazz,Safe
30,3,12,Suni & Sasha,,Suni & Sasha,Foxtrot,Safe
30,3,13,Matt & Lindsay,,Matt & Lindsay,Tango,Safe
30,3,14,The Miz & Witney,,The Miz & Witney,Salsa,Safe
30,4,1,JoJo & Jenna,,JoJo & Jenna,Viennese waltz,
30,4,2,Melanie & Gleb,,Melanie & Gleb,Jazz,
30,4,3,Matt & Lindsay,,Matt & Lindsay,Quickstep,
30,4,4,Jimmie & Emma,,Jimmie & Emma,Paso doble,
30,4,5,Amanda & Alan,,Amanda & Alan,Rumba,
30,4,6,Olivia & Val,,Olivia & Val,Samba,
30,4,7,The Miz & Witney,,The Miz & Witney,Quickstep,
30,4,8,Kenya & Brandon,,Kenya & Brandon,Contemporary,
30,4,9,Brian & Sharna,,Brian & Sharna,Waltz,
30,4,10,Suni & Sasha,,Suni & Sasha,Salsa,
30,4,11,Melora & Artem,,Melora & Artem,Quickstep,
30,4,12,Cody & Cheryl,,Cody & Cheryl,Jive,
30,4,13,Iman & Daniella,,Iman & Daniella,Foxtrot,
30,4,1,Jimmie & Emma,,Jimmie & Emma,Jazz,Safe
30,4,2,Cody & Cheryl,,Cody & Cheryl,Viennese waltz,Safe
30,4,3,Melanie & Gleb,,Melanie & Gleb,Viennese waltz,Safe
30,4,4,JoJo & Jenna,,JoJo & Jenna,Paso doble,Safe
30,4,5,Kenya & Brandon,,Kenya & Brandon,Viennese waltz,Bottom Three
30,4,6,Iman & Daniella,,Iman & Daniella,Argentine tango,Safe
30,4,7,Melora & Artem,,Melora & Artem,Jazz,Safe
30,4,8,The Miz & Witney,,The Miz & Witney,Argentine tango,Safe
30,4,9,Brian & Sharna,,Brian & Sharna,Paso doble,Eliminated
30,4,10,Matt & Lindsay,,Matt & Lindsay,Paso doble,Eliminated
30,4,11,Olivia & Val,,Olivia & Val,Jazz,Safe
30,4,12,Suni & Sasha,,Suni & Sasha,Viennese waltz,Safe
30,4,13,Amanda & Alan,,Amanda & Alan,Paso doble,Safe
30,5,1,Olivia & Val,,Olivia & Val,Foxtrot,Bottom Two
30,5,2,Melora & Artem,,Melora & Artem,Viennese waltz,Safe
30,5,3,Iman & Daniella,,Iman & Daniella,Viennese waltz,Safe
30,5,4,The Miz & Witney,,The Miz & Witney,Jive,Safe
30,5,5,Amanda & Alan,,Amanda & Alan,Viennese waltz,Safe
30,5,6,Suni & Sasha,,Suni & Sasha,Charleston,Safe
30,5,7,Jimmie & Emma,,Jimmie & Emma,Foxtrot,Safe
30,5,8,Kenya & Brandon,,Kenya & Brandon,Rumba,Safe
30,5,9,JoJo & Jenna,,JoJo & Jenna,Foxtrot,Safe
30,5,10,Melanie & Gleb,,Melanie & Gleb,Quickstep,Eliminated
30,5,11,Cody & Cheryl,,Cody & Cheryl,Quickstep,Safe
30,6,1,The Miz & Witney,,The Miz & Witney,Paso doble,Safe
30,6,2,Kenya & Brandon,,Kenya & Brandon,Argentine tango,Eliminated
30,6,3,JoJo & Jenna,,JoJo & Jenna,Jazz,Safe
30,6,4,Cody & Cheryl,,Cody & Cheryl,Cha-cha-cha,Safe
30,6,5,Jimmie & Emma,,Jimmie & Emma,Contemporary,Safe
30,6,6,Olivia & Val,,Olivia & Val,Paso doble,Safe
30,6,7,Melora & Artem,,Melora & Artem,Jive,Safe
30,6,8,Iman & Daniella,,Iman & Daniella,Contemporary,Safe
30,6,9,Suni & Sasha,,Suni & Sasha,Tango,Bottom Two
30,6,10,Amanda & Alan,,Amanda & Alan,Argentine tango,Safe
30,7,1,Amanda & Alan,,Amanda & Alan,Jive,Safe
30,7,2,Olivia & Val,,Olivia & Val,Quickstep,Safe
30,7,3,Iman & Daniella,,Iman & Daniella,Paso doble,Safe
30,7,4,Jimmie & Emma,,Jimmie & Emma,Viennese waltz,Safe
30,7,5,The Miz & Witney,,The Miz & Witney,Foxtrot,Eliminated
30,7,6,JoJo & Jenna,,JoJo & Jenna,Tango,Bottom Two
30,7,7,Suni & Sasha,,Suni & Sasha,Paso doble,Safe
30,7,8,Cody & Cheryl,,Cody & Cheryl,Foxtrot,Safe
30,7,9,Melora & Artem,,Melora & Artem,Foxtrot,Safe
30,7,10,The Miz & Witney,,The Miz & Witney,Jive Relay,Safe
30,7,11,Iman & Daniella,,Iman & Daniella,,Safe
30,7,12,Cody & Cheryl,,Cody & Cheryl,,Safe
30,7,13,JoJo & Jenna,,JoJo & Jenna,Foxtrot Relay,Safe
30,7,14,Olivia & Val,,Olivia & Val,,Safe
30,7,15,Jimmie & Emma,,Jimmie & Emma,,Safe
30,7,16,Amanda & Alan,,Amanda & Alan,Viennese waltz Relay,Safe
30,7,17,Suni & Sasha,,Suni & Sasha,,Safe
30,7,18,Melora & Artem,,Melora & Artem,,Safe
30,8,1,Jimmie & Emma,,Jimmie & Emma,Cha-cha-cha,Eliminated
30,8,2,Suni & Sasha,,Suni & Sasha,Samba,Safe
30,8,3,Melora & Artem,,Melora & Artem,Paso doble,Bottom Three
30,8,4,Olivia & Val,,Olivia & Val,Argentine tango,Eliminated
30,8,5,Cody & Cheryl,,Cody & Cheryl,Paso doble,Safe
30,8,6,Amanda & Alan,,Amanda & Alan,Jazz,Safe
30,8,7,Iman & Daniella,,Iman & Daniella,Cha-cha-cha,Safe
30,8,8,JoJo & Jenna,,JoJo & Jenna,Salsa,Safe
30,8,1,Suni & Sasha,,Suni & Sasha,Salsa,Winners
30,8,2,Jimmie & Emma,,Jimmie & Emma,,Winners
30,8,3,JoJo & Jenna,,JoJo & Jenna,Rumba,Winners
30,8,4,Olivia & Val,,Olivia & Val,,Winners
30,8,5,Melora & Artem,,Melora & Artem,Foxtrot,Winners
30,8,6,Iman & Daniella,,Iman & Daniella,,Winners
30,8,7,Amanda & Alan,,Amanda & Alan,Cha-cha-cha,Winners
30,8,8,Cody & Cheryl,,Cody & Cheryl,,Winners
30,9,1,Cody & Cheryl,,Cody & Cheryl,Salsa,Safe
30,9,1,Cody & Cheryl,,Cody & Cheryl,,Safe
30,9,2,Melora & Artem,,Melora & Artem,Rumba,Eliminated
30,9,2,Melora & Artem,,Melora & Artem,,Eliminated
30,9,3,Suni & Sasha,,Suni & Sasha,Foxtrot,Eliminated
30,9,3,Suni & Sasha,,Suni & Sasha,,Eliminated
30,9,4,JoJo & Jenna,,JoJo & Jenna,Argentine tango,Safe
30,9,4,JoJo & Jenna,,JoJo & Jenna,,Safe
30,9,5,Iman & Daniella,,Iman & Daniella,Tango,Safe
30,9,5,Iman & Daniella,,Iman & Daniella,,Safe
30,9,6,Amanda & Alan,,Amanda & Alan,Tango,Bottom Three
30,9,6,Amanda & Alan,,Amanda & Alan,,Bottom Three
30,10,1,Amanda & Alan,,Amanda & Alan,Paso doble & Viennese waltz,Fourth Place
30,10,1,Amanda & Alan,,Amanda & Alan,,Fourth Place
30,10,2,Cody & Cheryl,,Cody & Cheryl,Cha-cha-cha & Paso doble,Third Place
30,10,2,Cody & Cheryl,,Cody & Cheryl,,Third Place
30,10,3,JoJo & Jenna,,JoJo & Jenna,Cha-cha-cha & Tango,Runners-Up
30,10,3,JoJo & Jenna,,JoJo & Jenna,,Runners-Up
30,10,4,Iman & Daniella,,Iman & Daniella,Cha-cha-cha & Foxtrot,Winners
30,10,4,Iman & Daniella,,Iman & Daniella,,Winners
31,1,1,Jordin & Brandon,,Jordin & Brandon,Cha-cha-cha,Safe
31,1,2,Sam & Cheryl,,Sam & Cheryl,Foxtrot,Safe
31,1,3,Heidi & Artem,,Heidi & Artem,Cha-cha-cha,Safe
31,1,4,Daniel & Britt,,Daniel & Britt,Tango,Safe
31,1,5,Jessie & Alan,,Jessie & Alan,Cha-cha-cha,Safe
31,1,6,Teresa & Pasha,,Teresa & Pasha,Tango,Bottom Two
31,1,7,Wayne & Witney,,Wayne & Witney,Cha-cha-cha,Safe
31,1,8,Cheryl & Louis,,Cheryl & Louis,Cha-cha-cha,Safe
31,1,9,Vinny & Koko,,Vinny & Koko,Salsa,Safe
31,1,10,Shangela & Gleb,,Shangela & Gleb,Salsa,Safe
31,1,11,Trevor & Emma,,Trevor & Emma,Quickstep,Safe
31,1,12,Gabby & Val,,Gabby & Val,Jive,Safe
31,1,13,Joseph & Daniella,,Joseph & Daniella,Jive,Safe
31,1,14,Jason & Peta,,Jason & Peta,Cha-cha-cha,Eliminated
31,1,15,Selma & Sasha,,Selma & Sasha,Viennese waltz,Safe
31,1,16,Charli & Mark,,Charli & Mark,Cha-cha-cha,Safe
31,2,1,Jessie & Alan,,Jessie & Alan,Foxtrot,Safe
31,2,2,Jordin & Brandon,,Jordin & Brandon,Quickstep,Safe
31,2,3,Sam & Cheryl,,Sam & Cheryl,Viennese waltz,Safe
31,2,4,Shangela & Gleb,,Shangela & Gleb,Quickstep,Safe
31,2,5,Teresa & Pasha,,Teresa & Pasha,Jive,Eliminated
31,2,6,Daniel & Britt,,Daniel & Britt,Jive,Safe
31,2,7,Gabby & Val,,Gabby & Val,Viennese waltz,Safe
31,2,8,Vinny & Koko,,Vinny & Koko,Quickstep,Safe
31,2,9,Charli & Mark,,Charli & Mark,Quickstep,Safe
31,2,10,Selma & Sasha,,Selma & Sasha,Jive,Safe
31,2,11,Cheryl & Louis,,Cheryl & Louis,Tango,Bottom Two
31,2,12,Joseph & Alexis,,Joseph & Alexis,Viennese waltz,Safe
31,2,13,Heidi & Artem,,Heidi & Artem,Foxtrot,Safe
31,2,14,Trevor & Emma,,Trevor & Emma,Rumba,Safe
31,2,15,Wayne & Witney,,Wayne & Witney,Jive,Safe
31,3,1,Charli & Mark,,Charli & Mark,Rumba,Safe
31,3,2,Cheryl & Louis,,Cheryl & Louis,Rumba,Eliminated
31,3,3,Trevor & Emma,,Trevor & Emma,Tango,Safe
31,3,4,Daniel & Britt,,Daniel & Britt,Rumba,Safe
31,3,5,Jordin & Brandon,,Jordin & Brandon,Rumba,Safe
31,3,6,Sam & Cheryl,,Sam & Cheryl,Samba,Bottom Two
31,3,7,Selma & Sasha,,Selma & Sasha,Rumba,Safe
31,3,8,Wayne & Witney,,Wayne & Witney,Tango,Safe
31,3,9,Vinny & Koko,,Vinny & Koko,Rumba,Safe
31,3,10,Heidi & Artem,,Heidi & Artem,Argentine tango,Safe
31,3,11,Shangela & Gleb,,Shangela & Gleb,Rumba,Safe
31,3,12,Jessie & Alan,,Jessie & Alan,Rumba,Safe
31,3,13,Joseph & Alexis,,Joseph & Alexis,Argentine tango,Safe
31,3,14,Gabby & Val,,Gabby & Val,Cha-cha-cha,Safe
31,4,1,Joseph & Daniella,,Joseph & Daniella,Charleston,Safe
31,4,2,Sam & Cheryl,,Sam & Cheryl,Paso doble,Eliminated
31,4,3,Jordin & Brandon,,Jordin & Brandon,Jazz,Safe
31,4,4,Wayne & Witney,,Wayne & Witney,Jazz,Safe
31,4,5,Daniel & Britt,,Daniel & Britt,Quickstep,Safe
31,4,6,Shangela & Gleb,,Shangela & Gleb,Charleston,Safe
31,4,7,Heidi & Artem,,Heidi & Artem,Viennese waltz,Safe
31,4,8,Gabby & Val,,Gabby & Val,Quickstep,Safe
31,4,9,Trevor & Emma,,Trevor & Emma,Samba,Bottom Two
31,4,10,Vinny & Koko,,Vinny & Koko,Samba,Safe
31,4,11,Selma & Sasha,,Selma & Sasha,Quickstep,Safe
31,4,12,Jessie & Alan,,Jessie & Alan,Jive,Safe
31,4,13,Charli & Mark,,Charli & Mark,Jazz,Safe
31,5,1,Trevor & Emma,,Trevor & Emma,Jazz,Safe
31,5,2,Shangela & Gleb,,Shangela & Gleb,Foxtrot,Safe
31,5,3,Jessie & Alan,,Jessie & Alan,Tango,Safe
31,5,4,Gabby & Val,,Gabby & Val,Foxtrot,Safe
31,5,5,Joseph & Daniella,,Joseph & Daniella,Rumba,Safe
31,5,6,Daniel & Britt,,Daniel & Britt,Contemporary,Safe
31,5,7,Jordin & Brandon,,Jordin & Brandon,Salsa,Safe
31,5,8,Charli & Mark,,Charli & Mark,Contemporary,Safe
31,5,9,Vinny & Koko,,Vinny & Koko,Jazz,Safe
31,5,10,Heidi & Artem,,Heidi & Artem,Rumba,Safe
31,5,11,Wayne & Witney,,Wayne & Witney,Foxtrot,Safe
31,5,12,Selma & Sasha,,Selma & Sasha,Waltz,Withdrew
31,5,1,Daniel & Britt,,Daniel & Britt,Cha-cha-cha,Safe
31,5,2,Heidi & Artem,,Heidi & Artem,Jazz,Bottom Two
31,5,3,Vinny & Koko,,Vinny & Koko,Viennese waltz,Safe
31,5,4,Shangela & Gleb,,Shangela & Gleb,Cha-cha-cha,Safe
